5	276
7	46
10	20
12	24
15	29
17	27
20	48
22	29
25	37
27	24
30	31
32	24
35	26
37	24
40	22
42	22
45	28
47	25
50	24
52	27
55	28
57	26
60	29
62	30
65	27
67	24
70	33
72	26
75	26
77	35
80	25
82	23
85	29
87	29
90	30
92	38
95	47
97	29
100	30
102	25
105	30
107	28
110	30
112	26
115	31
117	30
120	32
122	26
125	31
127	28
130	26
132	27
135	28
137	60
140	27
142	33
145	58
147	30
150	43
152	28
155	36
157	35
160	28
162	27
165	30
167	39
170	47
172	25
175	44
177	40
180	33
182	56
185	65
187	31
190	28
192	59
195	59
197	47
200	48
202	29
205	29
207	56
210	57
212	82
215	28
217	37
220	29
222	46
225	66
227	58
230	81
232	38
235	53
237	58
240	48
242	56
245	75
247	53
250	46
252	63
255	35
257	32
260	83
262	45
265	49
267	55
270	54
272	50
275	59
277	54
280	51
282	51
285	37
287	27
290	53
292	68
295	50
297	34
300	60
302	89
305	50
307	47
310	41
312	58
315	48
317	62
320	52
322	77
325	78
327	73
330	67
332	29
335	74
337	55
340	48
342	75
345	50
347	52
350	45
352	86
355	42
357	93
360	55
362	55
365	53
367	49
370	50
372	53
375	37
377	63
380	70
382	41
385	57
387	52
390	74
392	84
395	63
397	53
400	53
402	56
405	47
407	53
410	49
412	67
415	66
417	61
420	79
422	41
425	74
427	78
430	71
432	47
435	59
437	72
440	60
442	66
445	75
447	57
450	59
452	86
455	56
457	68
460	73
462	62
465	67
467	65
470	70
472	72
475	71
477	49
480	62
482	36
485	99
487	41
490	76
492	86
495	41
497	62
500	81
502	51
505	47
507	53
510	53
512	75
515	104
517	80
520	59
522	62
525	75
527	40
530	56
532	59
535	68
537	68
540	69
542	71
545	84
547	50
550	57
552	54
555	73
557	58
560	56
562	78
565	64
567	57
570	55
572	67
575	65
577	69
580	57
582	56
585	68
587	96
590	70
592	68
595	94
597	73
610	100
612	71
615	55
617	91
